home_avg_pts_last_5,home_winrate_last_5,home_home_winrate_last_5,home_home_games_last_5,away_avg_pts_last_5,away_winrate_last_5,away_away_winrate_last_5,away_away_games_last_5,home_elo,away_elo,elo_diff,label
101.6,0.4,0.2,5,100.8,0.2,0.6666666666666666,3,1438.683734377667,1454.8018229109646,-16.118088533297623,0
112.6,1.0,0.8,5,109.0,0.2,0.3333333333333333,3,1512.7771344991759,1500.705563978723,12.071570520452951,1
119.0,0.2,0.6,5,125.8,0.6,0.6,5,1509.096051382663,1525.0463593078305,-15.950307925167408,1
115.8,0.4,1.0,3,116.0,0.8,0.4,5,1553.1316438504737,1520.720037840133,32.41160601034062,1
113.0,0.8,0.8,5,109.6,0.6,0.6666666666666666,3,1517.6324291150663,1482.0732216062147,35.559207508851614,0
110.4,0.6,0.25,4,100.4,0.8,0.6666666666666666,3,1463.1822873266335,1525.6322879145869,-62.450000587953355,0
110.2,0.4,0.6,5,103.0,0.2,0.3333333333333333,3,1516.526154541996,1489.5812031712687,26.944951370727267,1
116.4,0.4,1.0,4,105.8,0.2,0.5,4,1563.8984431971169,1491.0528719624417,72.84557123467516,1
99.4,0.4,0.2,5,111.6,0.6,0.8,5,1446.5873628175143,1465.425169392965,-18.837806575450713,1
110.4,0.8,0.8,5,110.8,0.8,0.8,5,1529.078087796658,1489.2914314438046,39.78665635285347,0
121.8,0.2,0.6,5,96.4,0.4,0.5,4,1519.5548158952845,1480.3551900964253,39.19962579885919,1
111.0,0.2,0.6666666666666666,3,102.0,0.8,1.0,5,1528.2942926434412,1419.9612859733718,108.33300667006938,1
111.8,0.4,0.8,5,110.4,0.8,1.0,5,1538.3915704130625,1470.5565524807662,67.8350179322963,1
124.8,0.4,1.0,4,113.4,0.8,0.6,5,1572.579338405535,1511.6502220528414,60.929116352693654,0
105.8,0.4,0.6,5,105.8,0.6,0.5,4,1525.7521676168394,1533.8539431468203,-8.101775529980841,1
107.6,0.0,0.0,5,128.2,0.4,0.2,5,1464.3382395549752,1553.8391898098957,-89.50095025492055,0
110.2,0.2,0.25,4,114.8,0.4,0.5,4,1493.4271167744157,1493.0931391302984,0.3339776441173399,0
99.4,0.4,0.25,4,117.0,0.8,1.0,5,1474.3006111282573,1478.8962064257832,-4.595595297525961,0
113.0,0.4,1.0,4,117.2,0.8,1.0,2,1562.2014596377653,1506.6125115909826,55.58894804678266,1
108.6,0.4,0.2,5,124.2,0.6,0.6,5,1454.9606320944001,1514.587594795209,-59.62696270080892,0
124.8,0.4,0.6666666666666666,3,103.0,0.4,0.75,4,1519.3514991484965,1457.129027790501,62.22247135799557,0
101.8,0.2,0.2,5,102.0,0.4,1.0,3,1464.4328752800886,1429.1473177336563,35.2855575464323,1
110.6,0.8,0.5,2,97.4,0.6,0.6,5,1454.8835044199784,1471.4786828525405,-16.59517843256208,0
110.8,0.2,0.2,5,121.2,0.2,0.0,5,1483.4175041280673,1560.8434165834713,-77.42591245540393,1
114.2,1.0,1.0,5,109.0,0.6,1.0,2,1522.429826515457,1446.5319103255194,75.89791618993763,1
107.4,0.6,0.5,2,110.4,0.6,0.25,4,1500.4316038467232,1546.46355857859,-46.03195473186679,1
118.6,0.4,0.6,5,115.6,0.4,0.4,5,1528.4313231391693,1503.1027517766468,25.328571362522553,1
114.6,0.6,0.6666666666666666,3,103.0,0.4,0.6,5,1523.3861438749052,1483.1193437141458,40.26680016075943,1
104.0,0.8,0.0,3,119.2,0.6,0.8,5,1412.9820911250354,1488.763942273952,-75.78185114891653,1
119.8,0.4,1.0,5,109.0,0.6,0.6,5,1571.8319714454128,1511.7488116924994,60.08315975291339,1
124.4,0.6,1.0,3,111.0,0.0,0.5,4,1522.8880460609935,1456.8587748061377,66.02927125485576,1
112.8,0.2,0.75,4,107.0,0.8,0.6666666666666666,3,1535.2734874917776,1517.9379153937396,17.33557209803803,0
123.8,0.2,0.5,4,109.0,0.4,0.75,4,1507.5794968291113,1446.6601808286157,60.919316000495655,1
112.2,0.4,0.4,5,129.4,0.2,0.2,5,1495.60982888263,1561.3186545587332,-65.70882567610329,0
105.8,0.6,0.6,5,111.4,0.4,0.2,5,1535.9853132040394,1570.6149955157875,-34.629682311748184,0
111.4,0.8,0.6,5,103.6,0.6,0.6,5,1498.1989757129604,1523.6207975596203,-25.421821846659896,1
121.4,0.6,1.0,5,106.2,0.6,1.0,3,1580.1196744240744,1438.6823294485807,141.43734497549372,1
121.0,0.6,0.6,5,113.4,0.6,0.8,5,1537.7035969947297,1476.616709519698,61.086887475031745,1
102.2,0.4,0.25,4,118.4,0.6,0.6,5,1481.0013981370812,1493.8304779210864,-12.829079784005216,0
109.8,0.6,0.2,5,101.2,0.4,0.6666666666666666,3,1438.395829072701,1473.4207527280714,-35.02492365537046,1
118.0,0.4,1.0,5,102.2,0.6,1.0,4,1579.6215607381657,1420.1594402856736,159.46212045249217,0
102.2,0.6,0.4,5,113.4,0.8,1.0,3,1474.2731539546864,1508.9293715559918,-34.65621760130534,0
113.6,0.8,0.6666666666666666,3,119.6,1.0,1.0,2,1462.4845643152387,1530.2794073923958,-67.79484307715711,1
112.2,0.6,0.3333333333333333,3,105.4,0.8,1.0,5,1445.3607891354377,1425.1293238792894,20.23146525614834,0
129.6,0.2,1.0,3,108.8,0.4,0.6,5,1569.449633499255,1468.901030109886,100.54860338936896,0
126.0,0.6,1.0,4,114.2,0.2,0.2,5,1531.0101255602597,1548.6510918289086,-17.64096626864898,0
106.0,0.6,0.8,5,117.8,0.8,0.6,5,1535.1463507328137,1532.2323336343645,2.9140170984492215,0
105.6,0.8,0.6666666666666666,3,109.2,0.6,1.0,4,1503.4611087138378,1432.5423147846248,70.91879392921305,1
122.0,0.4,0.6,5,103.6,0.4,0.5,2,1515.843848585026,1526.9787479816612,-11.134899396635092,0
117.8,0.2,0.0,5,110.2,0.2,0.2,5,1448.7366953068715,1524.774943272984,-76.03824796611252,0
110.0,0.4,0.4,5,107.0,0.6,0.5,4,1487.4788499421081,1528.436459612533,-40.95760967042497,0
106.8,0.6,0.25,4,106.8,0.6,0.75,4,1435.7109749799488,1462.4160555385718,-26.705080558622967,0
111.8,0.4,0.4,5,107.2,0.6,0.4,5,1481.7168746435907,1525.062480545286,-43.34560590169531,0
114.4,0.6,0.75,4,116.4,0.6,0.6,5,1468.3570351720914,1542.3162038218923,-73.95916864980086,0
109.2,0.6,0.2,5,117.0,0.4,0.0,5,1426.4780988615385,1565.32912628797,-138.85102742643153,0
103.6,0.4,0.0,5,106.4,0.8,0.6,5,1434.4518747358693,1512.890401716589,-78.43852698071964,1
121.2,0.8,0.8,5,120.6,0.6,0.75,4,1545.9632713423362,1517.935180574598,28.02809076773815,1
117.4,0.6,0.8,5,126.4,0.2,0.0,5,1521.5174374962864,1556.6337889655504,-35.11635146926392,1
103.8,0.4,0.2,5,120.8,0.8,0.2,5,1471.3704810074214,1586.2596890880304,-114.88920808060902,0
107.4,0.6,0.4,5,110.0,0.8,1.0,5,1465.2673449360802,1424.5556372510248,40.711707685055444,1
119.0,0.2,0.0,5,111.6,0.2,0.2,5,1440.8909663893935,1558.1437798928819,-117.25281350348837,1
122.8,0.8,1.0,5,111.6,0.2,0.4,5,1593.0683929972984,1478.6522740538123,114.41611894348603,0
112.8,0.8,0.75,4,112.2,0.8,0.8,5,1474.4114627828787,1511.4477862474378,-37.03632346455902,0
112.6,0.4,0.25,4,111.6,0.2,0.0,5,1434.7791380347783,1532.620672190462,-97.8415341556838,0
110.2,0.6,0.4,5,115.0,0.4,0.4,5,1471.648931656982,1503.4613950507462,-31.81246339376412,0
115.4,0.6,0.2,5,105.0,0.4,0.6,5,1449.4005262622006,1464.5617770981535,-15.161250835952842,0
114.8,1.0,1.0,5,111.4,0.4,0.4,5,1518.3525089247557,1537.263035500829,-18.910526576073153,1
117.4,0.6,0.8,5,104.4,0.4,0.3333333333333333,3,1532.5247395580393,1536.6583694968776,-4.1336299388383395,0
115.6,0.4,0.75,4,113.6,0.6,0.8,5,1550.2190692888735,1460.4541697051102,89.76489958376328,1
115.6,0.6,0.6,5,106.8,0.4,0.4,5,1508.7401484246116,1544.8915155053828,-36.15136708077125,1
118.6,0.4,0.4,5,108.0,0.4,0.8,5,1506.1642270698096,1420.2745538293864,85.88967324042324,0
119.4,1.0,1.0,5,122.2,0.2,0.2,5,1555.1583034923226,1545.6264869037975,9.53181658852509,0
110.4,0.2,0.6,5,128.0,0.2,0.2,5,1539.876721730377,1512.5483090658977,27.3284126644794,1
107.6,0.4,0.2,5,117.6,0.4,0.0,5,1446.6719262731822,1571.532671320122,-124.86074504693988,0
107.4,0.8,1.0,4,118.2,0.4,0.6,5,1500.670350179276,1462.5620176418306,38.10833253744545,1
111.8,0.4,0.4,5,118.2,0.4,0.4,5,1472.9580287315453,1557.6914209782126,-84.73339224666734,0
112.8,0.8,0.2,5,112.2,0.6,0.6,5,1415.722080609636,1520.385814649903,-104.66373404026717,0
116.6,0.4,0.6,5,110.0,0.4,0.4,5,1533.8213264573315,1526.719283642693,7.10204281463848,0
117.0,0.6,0.8,5,115.0,1.0,1.0,3,1579.8893320506534,1528.8962607828917,50.99307126776171,0
109.6,0.2,0.2,5,109.2,0.4,0.25,4,1427.5230884948633,1546.5393996768144,-119.0163111819511,0
118.0,0.4,0.2,5,118.6,0.2,0.0,5,1439.836625362097,1578.0860099062925,-138.24938454419544,1
122.2,0.4,0.2,5,107.0,0.4,0.8,5,1454.1432307768926,1440.1185876870118,14.024643089880783,0
108.8,0.6,0.6,5,115.6,0.2,0.2,5,1465.4734343804134,1491.8313350004573,-26.357900620043893,0
111.0,0.2,0.2,5,99.0,0.6,0.6,5,1432.6974994830982,1533.8547345007162,-101.15723501761795,0
114.6,0.4,0.6,5,114.6,0.8,0.5,4,1549.0917649607352,1544.8840245675929,4.2077403931423305,1
113.4,0.2,0.2,5,109.2,0.6,0.8,5,1474.125677998257,1452.981818015771,21.143859982485992,0
117.0,0.4,0.4,5,119.2,0.4,0.6,5,1493.7412814160978,1443.739788203483,50.00149321261483,1
108.6,0.8,0.4,5,121.0,0.6,0.8,5,1474.1009015774691,1453.6182497851496,20.48265179231953,1
119.0,0.2,0.75,4,126.6,0.4,0.4,5,1555.9007658285273,1503.3332658355396,52.56749999298768,1
104.8,0.8,1.0,5,113.4,0.4,0.4,5,1509.577881746583,1522.6437093781026,-13.065827631519596,0
113.0,0.4,0.6,5,114.0,0.4,0.4,5,1532.2678218115307,1523.6169416998346,8.650880111696097,1
108.4,0.8,0.2,5,112.2,0.6,0.4,5,1408.6466092414353,1527.4612860181037,-118.81467677666842,0
104.6,0.6,0.4,5,109.0,0.2,0.4,5,1456.2306236664786,1536.9236684001899,-80.6930447337113,0
113.4,0.6,0.4,5,108.6,0.4,0.6,5,1453.6544860745237,1450.5220302604214,3.1324558141022862,1
103.8,0.6,0.8,5,108.6,0.0,0.6,5,1541.022769094123,1425.5294648896913,115.49330420443175,1
119.0,0.2,0.8,5,116.8,0.8,0.8,5,1564.30438548324,1519.7769294292782,44.527456053961714,1
113.4,0.4,0.6,5,108.8,0.2,0.6,5,1568.432082212198,1465.3496225611732,103.08245965102492,1
108.2,0.6,0.2,5,116.4,0.8,0.75,4,1401.9390138220313,1540.353510621347,-138.41449679931566,0
114.2,0.2,0.4,5,108.2,0.2,0.8,5,1553.2418216763378,1420.8206664953398,132.42115518099808,1
112.6,0.8,0.4,5,117.6,0.8,1.0,5,1483.512045510852,1444.2071058517668,39.30493965908522,0
121.6,0.4,0.4,5,114.0,0.4,0.0,5,1502.311976967795,1558.970662377686,-56.65868540989095,1
117.4,0.2,0.2,5,110.8,0.6,0.6,5,1501.0741457143922,1463.5896370452967,37.484508669095476,1
121.0,0.4,0.8,5,115.2,0.0,0.6,5,1565.2998271485847,1463.5178589687314,101.78196817985327,0
105.2,0.8,0.8,5,116.8,0.6,0.6,5,1499.953769313155,1435.1690926517856,64.7846766613693,0
107.6,0.6,0.8,5,112.4,0.4,0.6,5,1547.8158651809415,1440.6121871433477,107.20367803759382,0
117.4,0.8,0.8,5,113.2,0.8,0.6,5,1511.0515616256419,1535.005127150642,-23.95356552500016,1
113.4,0.4,0.8,5,117.6,0.4,0.2,5,1573.0297532868763,1564.3991921757217,8.63056111115452,1
122.8,0.6,0.4,5,112.8,0.6,0.8,5,1494.834839488345,1454.6643612139708,40.17047827437432,0
111.4,0.2,0.8,5,113.4,0.4,0.6,5,1544.6420144335807,1513.8658826013389,30.776131832241845,1
108.0,0.2,0.2,5,118.0,0.6,0.2,5,1418.736368802873,1547.3541984196545,-128.6178296167816,0
111.0,0.4,0.75,4,104.4,0.4,1.0,5,1534.1688814375077,1448.5122776330877,85.65660380442,1
118.2,0.2,0.6,5,106.2,0.6,0.6,5,1559.6048619293192,1488.1104309359407,71.4944309933785,1
118.4,0.2,0.4,5,120.0,0.6,0.6,5,1509.9994215457182,1546.5678142308664,-36.56839268514818,1
116.8,0.4,0.6,5,109.2,0.2,0.8,5,1575.5492288552082,1414.4576262423584,161.09160261284978,1
116.0,0.6,0.6,5,118.6,0.8,0.8,5,1463.5643291915974,1521.7399103734172,-58.17558118181978,0
111.6,0.4,0.2,5,118.2,0.6,0.8,5,1453.6034248145895,1455.333591421827,-1.7301666072373791,1
118.2,0.2,0.8,5,109.4,0.4,1.0,5,1552.4513310143732,1395.7247102125118,156.72662080186137,1
113.6,0.0,0.0,5,113.6,0.4,0.4,5,1476.3663551029429,1542.0188809100264,-65.65252580708352,0
114.0,0.8,0.8,5,124.2,0.6,0.4,5,1524.3167784028667,1513.9284409258266,10.388337477040068,0
108.2,0.6,0.6,5,114.4,0.6,0.6,5,1534.8246275096997,1472.3855599407918,62.43906756890783,0
123.0,0.4,0.6,5,104.4,0.2,0.6,5,1550.1514237325173,1458.2324759181631,91.91894781435417,1
118.4,0.6,0.6,5,125.8,0.4,0.2,5,1553.8126031286586,1567.5756481970045,-13.763045068345946,1
103.6,0.4,0.2,5,115.2,0.4,0.8,5,1440.9289078041782,1504.749381279571,-63.82047347539287,1
114.4,0.4,0.8,5,112.2,0.4,0.6,5,1553.7585157553485,1465.8154359082414,87.94307984710713,1
116.6,0.4,0.2,5,123.4,0.4,0.6,5,1447.0124310289998,1483.6837647940745,-36.67133376507468,1
114.8,0.6,0.8,5,112.8,0.4,0.6,5,1554.647548610956,1484.1635999809803,70.48394862997566,1
118.2,0.4,0.8,5,107.4,0.4,0.8,5,1541.7522512664173,1408.7882424420698,132.9640088243475,0
112.6,0.0,0.0,5,111.0,0.6,0.6,5,1468.233812280452,1535.5191607692304,-67.28534848877848,0
117.2,0.4,0.4,5,116.8,0.6,0.8,5,1455.2232818529358,1445.283793635487,9.939488217448798,1
122.2,0.4,0.6,5,115.0,0.4,0.2,5,1524.227352242031,1581.2186126554968,-56.99126041346585,1
107.4,0.4,0.0,5,115.8,0.8,0.4,5,1389.9527009269898,1562.6462376927575,-172.6935367657677,1
106.8,0.6,0.6,5,109.0,0.4,0.6,5,1480.1396446682554,1523.0465874695112,-42.90694280125581,1
115.2,0.6,0.8,5,108.8,0.2,0.6,5,1582.781396851642,1412.2779640938688,170.50343275777323,1
118.0,0.4,0.8,5,121.4,0.4,0.0,5,1558.2233402998952,1521.048075007354,37.1752652925411,1
112.8,0.6,0.6,5,109.4,0.4,0.6,5,1458.293933488915,1422.438752323792,35.855181165122985,0
112.2,0.6,0.8,5,114.0,0.4,0.4,5,1561.280018174675,1543.606386234236,17.67363194043901,1
115.2,0.8,0.8,5,109.8,0.4,1.0,5,1564.2085283341164,1404.5506560993213,159.65787223479515,1
117.6,0.6,0.8,5,111.4,0.6,0.6,5,1557.1797229915467,1514.0178670866624,43.161855904884305,1
124.0,0.6,0.4,5,107.2,0.4,1.0,5,1472.6321811231662,1452.7454235143807,19.8867576087855,1
120.0,0.6,0.8,5,115.2,0.6,0.8,5,1567.157414904039,1492.9328655693685,74.22454933467043,1
112.6,0.4,0.4,5,116.0,0.8,0.6,5,1463.6532226009294,1530.0809577120788,-66.42773511114933,1
126.2,0.4,0.6,5,104.2,0.4,0.6,5,1557.5658295670034,1450.818070083677,106.74775948332649,1
115.4,0.8,0.8,5,123.8,0.6,0.2,5,1548.048282520426,1512.1140004032104,35.934282117215616,1
119.8,0.6,0.4,5,111.6,0.4,0.6,5,1458.064014699908,1406.8260657884525,51.23794891145553,0
110.2,0.6,0.4,5,114.6,0.6,0.2,5,1476.1649108991787,1569.5928279838474,-93.4279170846687,0
112.4,0.0,0.0,5,124.6,0.6,0.2,5,1460.1465868154464,1535.8531369136804,-75.70655009823395,0
113.6,0.8,0.4,5,108.4,0.2,0.2,5,1485.0373012724665,1528.101741384695,-43.06444011222857,1
116.4,0.8,0.4,5,107.0,0.6,0.8,5,1435.5697970830374,1491.368365570423,-55.79856848738564,0
113.2,0.8,0.8,5,114.6,0.6,0.2,5,1569.9114989054701,1576.9667514396763,-7.055252534206147,0
106.8,0.4,0.6,5,120.4,0.6,0.6,5,1516.8685560337608,1464.9372784053853,51.93127762837548,1
130.6,0.6,0.8,5,109.6,0.0,0.4,5,1564.5865448452405,1452.291752062547,112.29479278269355,1
128.4,0.6,0.6,5,116.4,0.8,0.6,5,1543.7079716665799,1518.1919753408445,25.515996325735387,1
116.0,0.8,0.4,5,108.2,0.4,0.6,5,1482.0604185073742,1511.8178665673436,-29.75744805996942,0
122.6,0.8,0.6,5,106.2,0.4,0.8,5,1503.1445999636442,1468.7909874433499,34.35361252029429,0
111.4,0.6,0.2,5,108.8,0.6,1.0,5,1398.8476855279675,1443.3171861301728,-44.469500602205244,1
111.8,0.4,1.0,5,95.8,0.6,0.6,5,1534.1146359396655,1443.79735480544,90.3172811342256,1
113.8,0.4,0.4,5,123.2,0.6,0.2,5,1447.265586507983,1575.0529792009409,-127.78739269295784,0
119.0,0.4,0.4,5,114.6,0.8,0.2,5,1446.599867098704,1588.2332951570584,-141.6334280583544,0
114.4,0.6,0.6,5,110.2,0.6,0.6,5,1475.5422049721637,1505.253813554485,-29.711608582321333,0
112.6,0.6,0.8,5,115.6,0.4,0.6,5,1570.7717684692454,1433.467099304724,137.30466916452156,0
115.2,0.8,0.8,5,112.8,0.4,0.4,5,1565.943776523724,1418.2902133896566,147.65356313406733,0
119.6,0.6,0.8,5,115.8,1.0,0.8,5,1581.5323054861644,1496.2704866234008,85.26181886276368,0
119.2,0.8,0.4,5,106.6,0.6,0.2,5,1410.1206766987416,1557.0134705566327,-146.8927938578911,0
118.6,1.0,0.8,5,115.2,0.4,0.4,5,1557.0176829599923,1447.2253972173366,109.79228574265562,1
115.0,0.8,0.8,5,110.6,0.6,0.4,5,1594.3685080288158,1466.395295234208,127.97321279460766,1
114.0,0.6,0.6,5,105.4,0.4,0.6,5,1586.763712855832,1520.963466555684,65.80024630014805,0
108.8,0.6,0.8,5,114.0,0.4,0.8,5,1560.1145374893144,1499.7760205025584,60.338516986756076,1
118.4,0.8,0.4,5,114.0,0.4,0.6,5,1492.1590333134254,1440.4646542269465,51.694379086478875,0
114.0,0.8,0.8,5,110.0,0.6,0.4,5,1508.9250672295893,1525.384886351744,-16.459819122154613,1
104.0,0.2,0.4,5,131.6,0.8,0.4,5,1479.7765540935688,1571.4624759822093,-91.68592188864045,1
115.8,0.8,0.4,5,111.6,0.8,0.6,5,1432.0441949593987,1456.4209480874022,-24.37675312800343,1
111.0,0.6,0.4,5,112.8,0.6,0.4,5,1472.9148185190338,1541.5721105775776,-68.65729205854382,1
110.8,0.6,0.6,5,115.6,0.6,0.8,5,1484.8656071147786,1427.1621421509021,57.70346496387651,0
108.4,0.6,0.8,5,127.8,0.8,0.4,5,1568.395107087451,1558.8831415420088,9.51196554544208,0
115.6,0.8,0.4,5,127.2,0.6,0.2,5,1508.676414636735,1552.974879777835,-44.298465141099996,1
93.8,0.8,0.4,5,116.2,0.8,0.8,5,1436.3398801675278,1445.7204777568757,-9.380597589347872,1
118.6,0.6,0.6,5,107.0,0.2,0.4,5,1569.1263774728302,1532.8350268697861,36.291350603044066,0
106.8,0.8,1.0,5,107.6,0.4,0.6,5,1529.6213219818328,1440.7862602227594,88.83506175907337,1
111.0,0.6,0.6,5,110.6,0.6,0.8,5,1514.4007232924407,1491.495450904422,22.90527238801883,1
108.0,0.2,0.0,5,118.6,1.0,0.6,5,1445.4158209255781,1563.9587577116563,-118.54293678607814,0
119.2,0.4,0.2,5,116.4,0.4,0.4,5,1432.3013977902303,1440.2843224656726,-7.982924675442291,1
108.6,0.6,0.6,5,108.6,0.8,0.4,5,1459.9206534654293,1514.9114887874873,-54.99083532205805,0
116.8,0.8,0.8,5,118.8,0.4,0.6,5,1519.398464793846,1438.8078772187173,80.59058757512867,1
112.4,0.4,0.4,5,119.4,1.0,1.0,5,1574.8921525417297,1442.7446652899253,132.14748725180448,1
104.8,0.4,0.6,5,110.2,0.8,0.2,5,1492.3558885337693,1551.9325921231502,-59.57670358938094,0
117.4,0.6,0.4,5,113.8,0.8,1.0,5,1480.6820326994584,1404.1134713682577,76.56856133120073,1
116.4,0.8,0.8,5,107.4,0.6,0.2,5,1600.8431497975946,1563.0206758871166,37.82247391047804,0
117.4,0.8,0.6,5,116.6,0.8,0.8,5,1519.9445624823306,1435.4505480421687,84.49401444016189,1
109.2,0.8,0.6,5,103.4,0.6,0.4,5,1482.1537641669804,1523.341811020902,-41.188046853921605,1
113.6,0.4,0.2,5,111.4,0.6,0.6,5,1433.2888386325287,1523.7424100298822,-90.45357139735347,1
115.6,0.8,1.0,5,125.0,0.6,0.4,5,1537.1187435720635,1541.7067319322393,-4.587988360175814,0
107.8,0.2,0.0,5,121.2,0.2,0.4,5,1438.7012502296504,1451.9416548409135,-13.240404611263102,0
119.4,1.0,0.4,5,111.2,0.2,0.2,5,1436.374788184927,1543.8757934485427,-107.50100526361575,0
108.8,0.6,0.6,5,118.4,0.4,0.0,5,1560.2344482131898,1558.0856108940736,2.1488373191161827,0
117.0,0.8,1.0,5,100.8,1.0,0.8,5,1527.1196064484122,1446.6098098822347,80.50979656617756,1
110.0,0.6,0.4,5,122.8,0.8,0.2,5,1473.2198720469635,1569.1568495367233,-95.93697748975978,0
